許可證號碼,普通名稱,廠牌名稱,劑型,含量,Under Permit ,混合,廠商名稱,國外原製造廠,有效日期,備註,標示,條碼,使用範圍
農藥原進            00648,右滅達樂,,,94(%) (w/w),UP,,台灣先正達股份有限公司,CABB AG,117-08-14,,標示,條碼,使用範圍
農藥原進            00649,賽滅寧,現達賽滅寧,,92(%) (w/w),,,現達國際生物科技有限公司,TAGROS CHEMICALS INDIA PRIVATE LIMITED,117-08-28,,標示,條碼,使用範圍
農藥原進            00650,嘉磷塞,,,95(%) (w/w),,,高將貿易有限公司,IMASPRO RESOURCES SDN. BHD.,117-09-26,,標示,條碼,使用範圍
農藥原進            00654,左旋莫多草,,,96(%) (w/w),UP,,台灣先正達股份有限公司,CABB AG,118-01-01,,標示,條碼,使用範圍
農藥原進            00655,嘉磷塞,,,95(%) (w/w),,,興農股份有限公司,"ZHEJIANG XINAN CHEMICAL INDUSTRIAL GROUP CO., LTD.",118-01-07,,標示,條碼,使用範圍
農藥原進            00656,福拉比,住友文谷粒,,95(%) (w/w),,,台灣住友化學股份有限公司,"SUMITOMO CHEMICAL CO., LTD. EHIME WORKS",118-01-07,,標示,條碼,使用範圍
農藥原進            00657,百滅寧,,,92(%) (w/w),,,興農股份有限公司,TAGROS CHEMICALS INDIA PRIVATE LIMITED,118-04-29,,標示,條碼,使用範圍
農藥原進            00663,賽普洛,,,98(%) (w/w),UP,,台灣先正達股份有限公司,SYNGENTA CROP PROTECTION MONTHEY S.A.,118-09-19,,標示,條碼,使用範圍
農藥原進            00664,克絕,,,97(%) (w/w),,,德方有限公司,SIPCAM OXON S.p.A.,118-10-07,,標示,條碼,使用範圍
農藥原進            00665,菲克利,,,92(%) (w/w),,,臺聯實業股份有限公司,MEGHMANI INDUSTRIES LIMITED,118-10-07,,標示,條碼,使用範圍
農藥原進            00667,腈硫醌,,,93(%) (w/w),UP,,翰金興業有限公司,RALLIS INDIA LIMITED,118-11-07,,標示,條碼,使用範圍
農藥原進            00668,第滅寧,現達第滅寧,,98(%) (w/w),,,現達國際生物科技有限公司,TAGROS CHEMICALS INDIA PRIVATE LIMITED,118-12-10,,標示,條碼,使用範圍
農藥原進            00669,佈飛松,貝士得佈飛松,,89(%) (w/w),,,貝士得開發企業有限公司,NACL INDUSTRIES LIMITED,119-01-14,,標示,條碼,使用範圍
農藥原進            00672,本達樂,,,98(%) (w/w),UP,,翰金興業有限公司,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,119-04-10,,標示,條碼,使用範圍
農藥原進            00673,嘉磷塞,,,95(%) (w/w),,,惠光股份有限公司,NANTONG JIANGSHAN AGROCHEMICAL & CHEMICALS LIMITED LIABILITY CO.,114-05-13,,標示,條碼,使用範圍
農藥原進            00674,亞托敏,,,96.5(%) (w/w),UP,,台灣先正達股份有限公司,SYNGENTA LIMITED,119-06-04,,標示,條碼,使用範圍
農藥原進            00675,乙基克繁草,,,90(%) (w/w),,,台灣富美實有限公司,"JIANGSU BAOZONG & BAODA PHARMACHEM CO., LTD.",114-07-09,,標示,條碼,使用範圍
農藥原進            00676,施得圃,,,96(%) (w/w),,,翰金興業有限公司,RALLIS INDIA LIMITED,114-07-09,,標示,條碼,使用範圍
農藥原進            00677,施得圃,,,90(%) (w/w),UP,,臺聯實業股份有限公司,MEGHMANI INDUSTRIES LIMITED,114-08-15,,標示,條碼,使用範圍
農藥原進            00678,賽座滅,蘭蔓,,93.5(%) (w/w),,,台灣石原產業股份有限公司,"LG CHEM, LTD.",114-09-09,,標示,條碼,使用範圍
農藥原進            00683,三元硫酸銅,,,98.04(%) (w/w),,,嘉濱貿易有限公司,"INGENIERIA INDUSTRIAL, S.A. DE C.V.",115-03-12,,標示,條碼,使用範圍
農藥原進            00685,百速隆,,,97(%) (w/w),,,臺益工業股份有限公司,"FARMHANNONG CO., LTD.",115-03-17,,標示,條碼,使用範圍
農藥原進            00686,益達胺,,,97(%) (w/w),,,大勝化學工業股份有限公司,SUNDAT (S) PTE LTD.,115-03-20,,標示,條碼,使用範圍
農藥原進            00687,第滅寧,國豐第滅寧,,98(%) (w/w),,,國豐化學工業股份有限公司,HERANBA INDUSTRIES LTD.,115-03-30,,標示,條碼,使用範圍
農藥原進            00688,可尼丁,,,95(%) (w/w),,,台灣住友化學股份有限公司,"SUMITOMO CHEMICAL CO., LTD. OITA WORKS",115-04-15,,標示,條碼,使用範圍
農藥原進            00690,亞滅寧,,,95(%) (w/w),,,興農股份有限公司,TAGROS CHEMICALS INDIA PRIVATE LIMITED,115-06-04,,標示,條碼,使用範圍
農藥原進            00691,第滅寧,,,98(%) (w/w),,,臺聯實業股份有限公司,GHARDA CHEMICALS LIMITED,115-09-24,,標示,條碼,使用範圍
農藥原進            00692,賽洛寧,,,81(%) (w/w),,,翰金興業有限公司,RALLIS INDIA LIMITED,115-11-06,,標示,條碼,使用範圍
農藥原進            00693,吲哚丁酸,,,98(%) (w/w),,,立石生化科技股份有限公司,"CH BIOTECH, LLC.",116-11-09,,標示,條碼,使用範圍
農藥原進            00694,第滅寧,,,98(%) (w/w),,,台灣拜耳股份有限公司,BAYER VAPI PRIVATE LIMITED,115-12-14,,標示,條碼,使用範圍
農藥原進            00695,滅達樂,,,98(%) (w/w),,,國豐化學工業股份有限公司,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,117-01-15,,標示,條碼,使用範圍
農藥原進            00696,菲克利,,,92(%) (w/w),,,興農股份有限公司,TAGROS CHEMICALS INDIA PRIVATE LIMITED,117-01-15,,標示,條碼,使用範圍
農藥原進            00697,勃激素A3,,,92(%) (w/w),,,立石生化科技股份有限公司,"CH BIOTECH, LLC.",117-02-10,,標示,條碼,使用範圍
農藥原進            00698,毆殺松,,,97(%) (w/w),,,聯合農化股份有限公司,UPL LIMITED,117-02-15,,標示,條碼,使用範圍
農藥原進            00702,加保扶,,,97(%) (w/w),,,興農股份有限公司,"HUNAN HAILI CHEMICAL INDUSTRY CO., LTD.",117-04-20,,標示,條碼,使用範圍
農藥原進            00704,蓋普丹,,,92(%) (w/w),UP,,聯利農業科技股份有限公司,ADAMA MAKHTESHIM LTD.,117-06-16,,標示,條碼,使用範圍
農藥原進            00706,賽達松,菜利農,,92(%) (w/w),,,國豐化學工業股份有限公司,COROMANDEL INTERNATIONAL LIMITED,117-09-12,,標示,條碼,使用範圍
農藥原進            00708,賽氟滅,利穗,,96(%) (w/w),,,台灣日產化工股份有限公司,NACL INDUSTRIES LIMITED,117-10-05,,標示,條碼,使用範圍
農藥原進            00714,培丹,,,98(%) (w/w),,,正農化學股份有限公司,"JIANGXI OUSHI CHEMICAL CO., LTD.",118-02-01,,標示,條碼,使用範圍
農藥原進            00717,克絕,,,97(%) (w/w),,,保加利亞商艾格立亞股份有限公司台灣分公司,AGRIA S.A.,118-04-07,,標示,條碼,使用範圍
農藥原進            00720,貝芬替,,,98(%) (w/w),,,富農化學工業股份有限公司,"NINGXIA LANFENG FINE CHEMICAL CO., LTD.",118-07-31,,標示,條碼,使用範圍
農藥原進            00721,滅派林,果必佳,,94(%) (w/w),UP,,臺灣庵原農藥股份有限公司,"KUMIAI CHEMICAL INDUSTRY CO., LTD. SHIZUOKA FACTORY",118-08-16,,標示,條碼,使用範圍
農藥原進            00722,賽滅寧,,,92(%) (w/w),,,德城行有限公司,MEGHMANI ORGANICS LIMITED,118-08-17,,標示,條碼,使用範圍
農藥原進            00723,益達胺,,,94(%) (w/w),UP,,翰金興業有限公司,RALLIS INDIA LIMITED,118-09-04,,標示,條碼,使用範圍
農藥原進            00724,得克利,,,95(%) (w/w),,,臺聯實業股份有限公司,MEGHMANI INDUSTRIES LIMITED,118-09-04,,標示,條碼,使用範圍
農藥原進            00725,百滅寧,,,92(%) (w/w),,,德城行有限公司,MEGHMANI ORGANICS LIMITED,118-10-03,,標示,條碼,使用範圍
農藥原進            00726,賽洛寧,金農夫,,90(%) (w/w),UP,,國豐化學工業股份有限公司,HERANBA INDUSTRIES LTD.,118-10-03,,標示,條碼,使用範圍
農藥原進            00732,阿巴汀,,,90(%) (w/w),,,興農股份有限公司,"NORTH CHINA PHARMACEUTICAL GROUP AINO CO., LTD.",118-11-20,,標示,條碼,使用範圍
農藥原進            00735,鋅錳乃浦,,,85(%) (w/w),UP,,東鋒股份有限公司,UPL LIMITED,118-12-29,,標示,條碼,使用範圍
農藥原進            00736,滅達樂,,,90(%) (w/w),UP,,東鋒股份有限公司,UPL LIMITED,119-01-16,,標示,條碼,使用範圍
農藥原進            00740,克熱淨(烷苯磺酸鹽),,,51(%) (w/w),,,億豐農化廠股份有限公司,"NIPPON SODA CO., LTD. NIHONGI PLANT",114-06-11,,標示,條碼,使用範圍
農藥原進            00741,布芬淨,,,98(%) (w/w),,,興農股份有限公司,ADAMA Anpon (Jiangsu) Ltd.,114-07-03,,標示,條碼,使用範圍
農藥原進            00743,賽洛寧,,,95(%) (w/w),UP,,正農化學股份有限公司,UPL LIMITED,114-07-13,,標示,條碼,使用範圍
農藥原進            00745,益達胺,,,95(%) (w/w),,,興農股份有限公司,ADAMA Ltd.,114-08-16,,標示,條碼,使用範圍
農藥原進            00747,因滅汀,,,95(%) (w/w),UP,,台灣先正達股份有限公司,"INNER MONGOLIA NEW VEYONG BIO-CHEMICAL CO., LTD",114-11-09,,標示,條碼,使用範圍
農藥原進            00748,達滅芬,祥發,,96(%) (w/w),UP,,台灣巴斯夫股份有限公司,ADAMA HUIFENG(JIANGSU) LTD.,114-11-20,,標示,條碼,使用範圍
農藥原進            00750,百速隆,,,97(%) (w/w),UP,,東鋒股份有限公司,UPL LIMITED,114-12-25,,標示,條碼,使用範圍
農藥原進            00751,亞滅寧,,,95(%) (w/w),,,蒙狄生股份有限公司,PI Industries Ltd.,115-01-07,,標示,條碼,使用範圍
農藥原進            00752,克收欣,好運到,,94(%) (w/w),UP,,台灣巴斯夫股份有限公司,BASF ESPANOLA S. L.,115-02-08,,標示,條碼,使用範圍
農藥原進            00753,二福隆,,,97(%) (w/w),,,保加利亞商艾格立亞股份有限公司台灣分公司,AGRIA S.A.,115-02-14,,標示,條碼,使用範圍
農藥原進            00754,得克利,,,93(%) (w/w),UP,,國豐化學工業股份有限公司,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,115-04-22,,標示,條碼,使用範圍
農藥原進            00758,四氯異苯腈,,,96(%) (w/w),UP,,台灣日產化工股份有限公司,"JIANGYIN SULI CHEMICAL CO., LTD.",115-05-20,,標示,條碼,使用範圍
農藥原進            00759,克凡派,好光景,,97.1(%) (w/w),,,台灣巴斯夫股份有限公司,BASF CORPORATION,115-06-12,,標示,條碼,使用範圍
